record_id,customer_id,merchant_id,created_at,event,amount,failure,root_cause,risk,agent_decision,action,attempt,result,recovered,status,stop_reason,payment_method,prior_failed_attempts,customer_risk_score,time_since_last_purchase_days,historical_ltv_inr,days_overdue,p_recover_true
rec_0007,C561,merchant_test_001,2026-08-15T18:44:00,overdue_invoice,12550,overdue_1_30d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.134,324,1555.99,85.0,0.03
rec_0059,C605,merchant_test_001,2026-08-10T23:17:00,checkout_abandonment,700,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,700.0,recovered,customer_paid,emi,1,0.201,262,1202.51,,0.911
rec_0162,C464,merchant_test_001,2026-08-18T17:22:00,checkout_abandonment,3250,otp_dropoff,soft_decline,recoverable,send_reminder,send_sms_reminder,1/2,success,3250.0,recovered,customer_paid,card,2,0.097,382,828.97,,0.97
rec_0554,C622,merchant_test_001,2026-08-01T23:30:00,subscription_failure,1050,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1050.0,recovered,payment_success,card,1,0.613,230,14787.27,,0.511
rec_0110,C897,merchant_test_001,2026-08-20T14:26:00,subscription_failure,950,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,1,0.323,222,4129.43,,0.198
rec_0517,C644,merchant_test_001,2026-08-25T08:50:00,subscription_failure,950,insufficient_funds,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,950.0,recovered,customer_paid,netbanking,1,0.301,120,10837.42,,0.417
rec_0123,C816,merchant_test_001,2026-08-11T13:29:00,overdue_invoice,5200,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,2/3,success,5200.0,recovered,customer_paid,invoice,1,0.067,208,2755.58,14.0,0.847
rec_0579,C970,merchant_test_001,2026-08-05T15:54:00,checkout_abandonment,1250,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,1250.0,recovered,customer_paid,netbanking,0,0.41,33,20754.11,,0.97
rec_0456,C507,merchant_test_001,2026-08-03T11:34:00,checkout_abandonment,350,cart_dropoff,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,1,0.405,49,9807.69,,0.306
rec_0310,C458,merchant_test_001,2026-08-15T00:22:00,overdue_invoice,13100,overdue_31_60d,soft_decline,recoverable,send_payment_reminder,send_invoice_reminder,3/3,success,13100.0,recovered,customer_paid,invoice,0,0.201,250,9305.82,4.0,0.673
rec_0138,C869,merchant_test_001,2026-08-12T02:53:00,payment_failure,950,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,950.0,recovered,payment_success,wallet,1,0.228,75,15156.97,,0.742
rec_0055,C302,merchant_test_001,2026-08-15T17:49:00,payment_failure,1300,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1300.0,recovered,payment_success,wallet,1,0.412,150,1028.94,,0.521
rec_0024,C311,merchant_test_001,2026-08-09T14:09:00,checkout_abandonment,1350,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,1350.0,recovered,customer_paid,emi,1,0.053,233,9247.39,,0.97
rec_0226,C409,merchant_test_001,2026-08-08T02:23:00,overdue_invoice,13000,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,13000.0,recovered,customer_paid,invoice,1,0.125,201,2043.34,20.0,0.583
rec_0233,C253,merchant_test_001,2026-08-18T08:08:00,payment_failure,200,bank_timeout,soft_decline,recoverable,retry_now,retry_payment,1/2,success,200.0,recovered,payment_success,wallet,1,0.27,71,1761.16,,0.632
rec_0082,C657,merchant_test_001,2026-08-16T09:33:00,payment_failure,400,network_error,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,wallet,0,0.012,371,3957.89,,0.486
rec_0285,C145,merchant_test_001,2026-08-09T07:57:00,subscription_failure,350,bank_timeout,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,2,0.345,48,4998.63,,0.387
rec_0430,C678,merchant_test_001,2026-08-22T16:41:00,payment_failure,650,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,2,0.577,277,9493.51,,0.157
rec_0246,C223,merchant_test_001,2026-08-21T14:13:00,checkout_abandonment,1750,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,failure,0.0,stopped,customer_opted_out,emi,1,0.351,301,8579.19,,0.5
rec_0145,C117,merchant_test_001,2026-08-20T13:08:00,overdue_invoice,9800,overdue_60d_plus,soft_decline,recoverable,send_payment_reminder,send_invoice_reminder,3/3,success,9800.0,recovered,customer_paid,invoice,0,0.264,76,8534.73,34.0,0.428
rec_0427,C732,merchant_test_001,2026-08-23T16:47:00,payment_failure,450,issuer_down,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,netbanking,1,0.59,114,1885.96,,0.405
rec_0173,C506,merchant_test_001,2026-08-13T05:22:00,payment_failure,1150,network_error,soft_decline,recoverable,retry_now,retry_payment,1/2,success,1150.0,recovered,payment_success,emi,2,0.093,39,9794.05,,0.634
rec_0431,C300,merchant_test_001,2026-08-15T13:30:00,checkout_abandonment,2700,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,success,2700.0,recovered,customer_paid,netbanking,0,0.171,247,2098.14,,0.97
rec_0466,C288,merchant_test_001,2026-08-20T15:03:00,payment_failure,1200,network_error,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1200.0,recovered,payment_success,card,0,0.331,253,4677.63,,0.615
rec_0575,C454,merchant_test_001,2026-08-12T03:23:00,checkout_abandonment,500,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,wallet,0,0.177,137,511.13,,0.393
rec_0536,C911,merchant_test_001,2026-08-08T13:31:00,payment_failure,550,insufficient_funds,technical_issue,recoverable,retry_later,retry_payment,3/3,success,550.0,recovered,payment_success,netbanking,1,0.438,291,3343.88,,0.46
rec_0345,C138,merchant_test_001,2026-08-10T06:44:00,payment_failure,850,3ds_failure,technical_issue,recoverable,retry_later,retry_payment,1/3,success,850.0,recovered,payment_success,upi,1,0.047,51,428.76,,0.637
rec_0258,C956,merchant_test_001,2026-08-12T15:23:00,payment_failure,1600,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,0,0.382,91,22308.52,,0.125
rec_0185,C148,merchant_test_001,2026-08-07T22:26:00,subscription_failure,1600,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.097,56,2001.52,,0.03
rec_0500,C355,merchant_test_001,2026-08-02T00:03:00,payment_failure,750,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,750.0,recovered,payment_success,emi,1,0.199,25,3927.0,,0.682
rec_0184,C450,merchant_test_001,2026-08-03T23:22:00,checkout_abandonment,650,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,card,1,0.171,255,5741.1,,0.27
rec_0569,C268,merchant_test_001,2026-08-13T02:50:00,overdue_invoice,12000,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,12000.0,recovered,customer_paid,invoice,2,0.183,107,3832.6,19.0,0.623
rec_0405,C578,merchant_test_001,2026-08-03T17:39:00,payment_failure,500,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,netbanking,1,0.139,356,465.63,,0.579
rec_0273,C961,merchant_test_001,2026-08-06T13:13:00,overdue_invoice,4400,overdue_1_30d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.135,88,8428.3,77.0,0.03
rec_0519,C481,merchant_test_001,2026-08-01T00:10:00,payment_failure,300,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,2,0.177,124,2387.96,,0.162
rec_0359,C524,merchant_test_001,2026-08-04T12:50:00,payment_failure,250,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.259,22,6009.82,,0.228
rec_0088,C193,merchant_test_001,2026-08-08T09:20:00,payment_failure,1500,bank_timeout,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,1500.0,recovered,customer_paid,wallet,0,0.05,234,1110.92,,0.518
rec_0334,C650,merchant_test_001,2026-08-14T08:08:00,payment_failure,250,insufficient_funds,soft_decline,recoverable,retry_now,retry_payment,1/2,success,250.0,recovered,payment_success,netbanking,0,0.051,303,1079.27,,0.737
rec_0171,C598,merchant_test_001,2026-08-05T22:19:00,payment_failure,150,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,1,0.325,32,278.6,,0.282
rec_0413,C609,merchant_test_001,2026-08-14T18:41:00,subscription_failure,400,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,400.0,recovered,payment_success,emi,0,0.422,321,2843.07,,0.947
rec_0399,C974,merchant_test_001,2026-08-06T10:01:00,payment_failure,350,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.168,317,10781.02,,0.164
rec_0382,C876,merchant_test_001,2026-08-15T06:36:00,subscription_failure,350,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.242,18,2560.07,,0.252
rec_0494,C550,merchant_test_001,2026-08-14T00:44:00,checkout_abandonment,2400,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,failure,0.0,stopped,customer_opted_out,wallet,0,0.158,311,5520.12,,0.635
rec_0545,C363,merchant_test_001,2026-08-12T11:32:00,checkout_abandonment,500,otp_dropoff,technical_issue,recoverable,retry_prompt,send_retry_link,1/2,success,500.0,recovered,customer_paid,wallet,0,0.188,272,8708.23,,0.793
rec_0241,C110,merchant_test_001,2026-08-23T23:06:00,payment_failure,1900,otp_failure,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,2,0.43,309,5829.45,,0.288
rec_0358,C485,merchant_test_001,2026-08-11T18:07:00,overdue_invoice,14200,overdue_1_30d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,14200.0,recovered,customer_paid,invoice,1,0.136,171,11069.53,15.0,0.73
rec_0553,C416,merchant_test_001,2026-08-25T17:08:00,payment_failure,1150,insufficient_funds,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,card,1,0.169,114,2964.73,,0.629
rec_0592,C308,merchant_test_001,2026-08-06T08:47:00,checkout_abandonment,350,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,success,350.0,recovered,customer_paid,wallet,1,0.823,329,2082.09,,0.205
rec_0325,C475,merchant_test_001,2026-08-15T07:48:00,overdue_invoice,44900,overdue_1_30d,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.36,69,1668.48,47.0,0.124
rec_0297,C310,merchant_test_001,2026-08-14T08:20:00,payment_failure,200,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.092,363,2355.52,,0.336
rec_0533,C975,merchant_test_001,2026-08-16T03:25:00,subscription_failure,1000,risk_declined,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,card,1,0.229,310,210.14,,0.036
rec_0556,C771,merchant_test_001,2026-08-23T13:47:00,payment_failure,250,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,250.0,recovered,payment_success,netbanking,1,0.266,56,14646.07,,0.71
rec_0193,C104,merchant_test_001,2026-08-07T11:44:00,payment_failure,800,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.463,59,2042.43,,0.16
rec_0203,C425,merchant_test_001,2026-08-08T05:10:00,overdue_invoice,19300,overdue_1_30d,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,invoice,0,0.494,36,2087.05,45.0,0.383
rec_0387,C873,merchant_test_001,2026-08-14T20:26:00,subscription_failure,750,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.461,32,9179.61,,0.03
rec_0530,C578,merchant_test_001,2026-08-02T08:12:00,payment_failure,900,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,2/3,success,900.0,recovered,payment_success,wallet,1,0.086,311,3624.35,,0.409
rec_0571,C608,merchant_test_001,2026-08-16T14:05:00,checkout_abandonment,950,address_dropoff,technical_issue,recoverable,retry_prompt,send_retry_link,1/2,success,950.0,recovered,customer_paid,netbanking,1,0.347,323,1791.08,,0.426
rec_0037,C944,merchant_test_001,2026-08-05T09:21:00,subscription_failure,150,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,1,0.29,1,2062.43,,0.089
rec_0311,C255,merchant_test_001,2026-08-25T05:55:00,payment_failure,1100,3ds_failure,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,emi,1,0.019,169,1462.55,,0.472
rec_0008,C950,merchant_test_001,2026-08-10T09:20:00,payment_failure,1450,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1450.0,recovered,payment_success,netbanking,2,0.189,63,2205.46,,0.518
rec_0460,C460,merchant_test_001,2026-08-23T09:23:00,overdue_invoice,19950,overdue_1_30d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,3/3,failure,0.0,failed,max_retries_reached,invoice,0,0.123,115,5329.68,11.0,0.651
rec_0020,C898,merchant_test_001,2026-08-07T11:09:00,subscription_failure,550,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.17,13,15943.3,,0.199
rec_0511,C698,merchant_test_001,2026-08-18T10:15:00,subscription_failure,850,bank_timeout,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,failure,0.0,failed,max_retries_reached,card,0,0.382,199,646.15,,0.569
rec_0590,C862,merchant_test_001,2026-08-07T02:51:00,payment_failure,900,3ds_failure,technical_issue,recoverable,retry_later,retry_payment,1/3,success,900.0,recovered,payment_success,wallet,0,0.356,349,3738.44,,0.719
rec_0039,C849,merchant_test_001,2026-08-04T09:07:00,subscription_failure,300,mandate_limit_exceeded,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,2,0.18,10,9342.49,,0.068
rec_0265,C522,merchant_test_001,2026-08-01T09:04:00,checkout_abandonment,400,cart_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,success,400.0,recovered,customer_paid,netbanking,0,0.158,337,400.97,,0.459
rec_0154,C753,merchant_test_001,2026-08-16T14:01:00,overdue_invoice,12600,overdue_1_30d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,12600.0,recovered,customer_paid,invoice,0,0.151,192,2795.86,6.0,0.815
rec_0073,C363,merchant_test_001,2026-08-05T09:49:00,checkout_abandonment,250,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,success,250.0,recovered,customer_paid,card,1,0.344,104,268.55,,0.28
rec_0078,C253,merchant_test_001,2026-08-12T18:21:00,subscription_failure,900,mandate_limit_exceeded,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,1,0.082,305,27745.76,,0.03
rec_0375,C605,merchant_test_001,2026-08-03T07:16:00,checkout_abandonment,450,address_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,wallet,1,0.412,58,8586.55,,0.03
rec_0469,C866,merchant_test_001,2026-08-18T21:32:00,payment_failure,550,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,failure,0.0,stopped,customer_opted_out,emi,1,0.106,280,3903.62,,0.57
rec_0244,C310,merchant_test_001,2026-08-21T13:59:00,overdue_invoice,9100,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,3/3,failure,0.0,failed,max_retries_reached,invoice,0,0.406,269,1023.66,41.0,0.428
rec_0177,C178,merchant_test_001,2026-08-18T09:21:00,overdue_invoice,24200,overdue_1_30d,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.261,225,2304.03,36.0,0.393
rec_0243,C602,merchant_test_001,2026-08-20T14:06:00,payment_failure,3450,network_error,technical_issue,recoverable,retry_later,retry_payment,1/3,success,3450.0,recovered,payment_success,upi,0,0.091,47,485.75,,0.736
rec_0155,C566,merchant_test_001,2026-08-24T12:11:00,subscription_failure,1850,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.257,104,7819.62,,0.286
rec_0046,C878,merchant_test_001,2026-08-06T14:27:00,payment_failure,650,otp_failure,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.545,322,2763.45,,0.397
rec_0099,C456,merchant_test_001,2026-08-10T18:26:00,checkout_abandonment,1200,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,failed,max_retries_reached,upi,2,0.32,339,322.56,,0.66
rec_0423,C241,merchant_test_001,2026-08-08T08:23:00,payment_failure,400,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,400.0,recovered,payment_success,wallet,0,0.227,162,3679.31,,0.664
rec_0552,C830,merchant_test_001,2026-08-06T08:27:00,checkout_abandonment,250,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,stopped,customer_opted_out,netbanking,0,0.386,24,6678.41,,0.406
rec_0300,C305,merchant_test_001,2026-08-09T15:17:00,payment_failure,100,insufficient_funds,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,100.0,recovered,customer_paid,wallet,0,0.196,336,534.44,,0.703
rec_0583,C592,merchant_test_001,2026-08-08T12:31:00,payment_failure,550,card_expired,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,3,0.308,317,5465.13,,0.03
rec_0277,C183,merchant_test_001,2026-08-04T12:21:00,payment_failure,1800,otp_failure,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.143,202,3431.11,,0.338
rec_0212,C292,merchant_test_001,2026-08-22T01:02:00,subscription_failure,700,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,1,0.572,397,18090.82,,0.03
rec_0038,C253,merchant_test_001,2026-08-21T21:30:00,payment_failure,50,3ds_failure,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,wallet,0,0.264,299,7084.33,,0.566
rec_0052,C233,merchant_test_001,2026-08-25T10:36:00,payment_failure,450,bank_timeout,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,2,0.278,235,2733.61,,0.391
rec_0381,C585,merchant_test_001,2026-08-06T02:02:00,subscription_failure,800,mandate_limit_exceeded,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.443,298,8374.04,,0.03
rec_0117,C689,merchant_test_001,2026-08-16T10:34:00,checkout_abandonment,800,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,success,800.0,recovered,customer_paid,netbanking,2,0.462,122,2917.84,,0.122
rec_0146,C771,merchant_test_001,2026-08-23T06:26:00,checkout_abandonment,2500,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,2500.0,recovered,customer_paid,upi,3,0.526,227,4587.14,,0.756
rec_0307,C527,merchant_test_001,2026-08-04T23:01:00,subscription_failure,1450,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1450.0,recovered,payment_success,netbanking,1,0.136,140,4765.48,,0.738
rec_0033,C112,merchant_test_001,2026-08-23T10:04:00,payment_failure,700,otp_failure,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.032,195,1869.17,,0.397
rec_0558,C633,merchant_test_001,2026-08-04T00:51:00,overdue_invoice,5450,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,5450.0,recovered,customer_paid,invoice,1,0.139,158,4106.64,16.0,0.628
rec_0048,C996,merchant_test_001,2026-08-10T22:21:00,overdue_invoice,22700,overdue_1_30d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.457,244,1083.39,56.0,0.127
rec_0330,C421,merchant_test_001,2026-08-15T05:14:00,payment_failure,1100,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.108,92,3046.25,,0.161
rec_0468,C838,merchant_test_001,2026-08-07T17:57:00,payment_failure,450,network_error,technical_issue,recoverable,retry_later,retry_payment,1/3,failure,0.0,stopped,customer_opted_out,netbanking,1,0.433,184,6203.36,,0.488
rec_0034,C123,merchant_test_001,2026-08-22T00:07:00,payment_failure,250,bank_timeout,soft_decline,recoverable,retry_now,retry_payment,2/2,success,250.0,recovered,payment_success,emi,0,0.2,183,4946.81,,0.703
rec_0563,C922,merchant_test_001,2026-08-15T21:36:00,subscription_failure,3100,insufficient_funds,soft_decline,recoverable,retry_alternate_method,retry_payment_alt_method,2/2,success,3100.0,recovered,payment_success,wallet,0,0.38,136,3483.07,,0.537
rec_0207,C134,merchant_test_001,2026-08-15T21:58:00,overdue_invoice,6400,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,6400.0,recovered,customer_paid,invoice,4,0.217,319,2426.43,40.0,0.549
rec_0368,C293,merchant_test_001,2026-08-18T02:34:00,checkout_abandonment,550,cart_dropoff,soft_decline,recoverable,send_reminder,send_sms_reminder,1/2,success,550.0,recovered,customer_paid,netbanking,1,0.058,283,2656.64,,0.658
rec_0000,C623,merchant_test_001,2026-08-23T20:13:00,checkout_abandonment,500,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,500.0,recovered,customer_paid,netbanking,0,0.077,47,5109.34,,0.93
